commit id,OSV-2020-1871,OSV-2020-1875,OSV-2020-1876,OSV-2021-1081,OSV-2021-1681,OSV-2021-1682,OSV-2021-1683,OSV-2021-1684,OSV-2021-1685,OSV-2021-1686,OSV-2021-1687,OSV-2021-1688,OSV-2021-1689,OSV-2021-1690,OSV-2021-1692,OSV-2021-1693,OSV-2021-1694,OSV-2021-1697,OSV-2021-1698,OSV-2021-1703,OSV-2021-1704,OSV-2021-1706,OSV-2021-1707,OSV-2021-1708,OSV-2021-1709,OSV-2021-1711,OSV-2021-1715,OSV-2021-1717,OSV-2021-1719,OSV-2021-1723,OSV-2021-1724,OSV-2021-1731,OSV-2021-1740,OSV-2021-1741,OSV-2021-1743,OSV-2021-1752,OSV-2021-1753,OSV-2021-1754,OSV-2021-1763,OSV-2021-1764,OSV-2021-1767,OSV-2021-1770,OSV-2021-1771,OSV-2021-1772,OSV-2021-1774,OSV-2021-1781,OSV-2021-1788,OSV-2021-1795,OSV-2021-1802,OSV-2021-1803,OSV-2021-1806,OSV-2021-237,OSV-2021-312,OSV-2021-337,OSV-2021-668,OSV-2021-717,OSV-2021-803,OSV-2022-1,OSV-2022-100,OSV-2022-102,OSV-2022-121,OSV-2022-149,OSV-2022-177,OSV-2022-18,OSV-2022-199,OSV-2022-206,OSV-2022-210,OSV-2022-218,OSV-2022-229,OSV-2022-232,OSV-2022-270,OSV-2022-271,OSV-2022-278,OSV-2022-3,OSV-2022-301,OSV-2022-339,OSV-2022-351,OSV-2022-354,OSV-2022-390,OSV-2022-415,OSV-2022-417,OSV-2022-422,OSV-2022-429,OSV-2022-449,OSV-2022-453,OSV-2022-456,OSV-2022-47,OSV-2022-496,OSV-2022-53,OSV-2022-54,OSV-2022-684,OSV-2022-79,OSV-2022-81,OSV-2022-83,OSV-2022-85,OSV-2022-97,poc count
b3173bfc5f5d60adcb80c10d7ce4cdd1492dfea9,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,9
a97c88afa43d7a758990c86a6c7be66373605eec,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,9
9cda1b7bb9506089b44283b9625dc7f4b6035c02,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,8
2d85a80c499407489a7ebd5d97fab4ad208fe011,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,8
2c91559e0f336c392f91f4e6780f4165967d8fdb,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,8
a16d4303a172eb1f4f0e6c0133a728fe5f78c07e,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,9
8ad04c2f6c0f3bb6d01e994ef607bc2ddc8f5be1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,8
092b4890aa824a020daa4171c51781fdbff6e1bd,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,8
4a534dc8599e300aa3aa4a658ffbcc69e429d8e5,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,1|1,0.5|1,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,11
cec0e84afc38d7c31a0c57e2f1c961787f36c30c,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,1|1,0.5|1,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,11
a2092ed3ed3e0dd889809260a77a9c94ddf3dd84,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,1|1,0.5|1,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,11
717f89684f71c29dcfc715de623dcd7e2bd883ec,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,1|1,0.5|1,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,1|0,0|0,0|0,0|0,0|0,0|0,0|0,1|1,0|0,0|1,0|0,0.5|1,14
6fde1cf8be088fbe074c97eac334c6a539b0e380,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,1|1,0.5|1,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,1|0,0|0,0|0,0|0,0|0,0|0,0|0,1|1,0.5|1,0|1,0.5|1,0.5|1,16
6ed53f59793de7f853e2277d9c9353102e2c8483,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,1|1,0.5|1,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,1|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,12
47b3cf18f08c7d6258b773572723b80c6405ffae,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,1|1,0.5|1,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,1|0,0|0,0|0,0|0,0|0,0|0,0|0,1|0,0|0,0|0,0|0,0.5|1,12
f4f1797aabba7c931903eacbd78003d006770c7d,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,1|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,1|0,0|0,0|0,0|0,0|0,0.5|1,0|0,1|0,0|0,0|0,0|0,0.5|1,11
950e215c9374830a3ff703e94e2b90046920144f,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,1|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,1|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,1|0,0|0,0.5|0,0|0,0.5|1,14
9c4eb789379cfd0902a4e4981d101d11fc7b01a4,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,1|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,1|0,0|0,0.5|1,0|0,0.5|1,0|1,0|0,1|0,0|0,0.5|0,0|0,0.5|1,15
74da5c5f368ea314867b26abfe96b31e6d8e4e8f,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,1|1,1|1,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,1|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|1,0|0,0|0,0|0,0.5|0,0|0,0.5|1,19
b0e070917438341e342000928ff35aacba0d95fa,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,1|1,1|1,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,1|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,1|0,0|0,0.5|0,0|0,0.5|1,22
0d5d7852f1dfee64aade1ff31eebf7427841d531,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,1|1,1|1,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0|0,1|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,1|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,1|0,0|0,0.5|0,0|0,0.5|1,26
d066f5000d9a959708838c0ee471ffeb84d00bfc,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,1|1,1|1,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,1|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,1|0,0|0,0.5|1,0|0,0|0,0|0,0|0,1|0,0|0,0.5|0,0|0,0.5|1,29
af45a8e464ae9daad02c7831cbf6743fbf937dc7,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,1|1,1|1,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,1|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0.5|0,0.5|0,0|0,0|0,0|0,1|0,0|0,0.5|1,0|0,0|0,0|0,0|0,1|0,0|0,0.5|0,0|0,0.5|1,34
3ce8214d8fc77be42eb6ad618c972113d4cb0d24,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,1|1,1|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,1|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0.5|0,0.5|0,0|0,0|0,0|0,1|0,0|0,0.5|1,0|0,0|0,0|0,0|0,1|0,0|0,0.5|0,0|0,0.5|1,36
ee506a81ca315f05acc674ed76055bc19ed62b24,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0|1,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,1|1,1|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,1|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0.5|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,1|0,0|0,0.5|0,0|0,0.5|1,39
866d8b4b104e2dcbd8352cf86edff28bbf9ad165,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,1|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,1|1,0.5|1,0.5|1,1|1,0|1,0.5|1,0.5|0,1|1,0.5|1,0.5|1,0.5|1,1|1,1|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,1|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0.5|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0.5|0,0.5|1,0|0,0.5|1,0.5|0,0.5|0,0|0,0|0,0|0,1|0,0|0,0.5|1,0|0,0|0,0|0,0|0,1|0,0|0,0.5|0,0|0,0.5|1,43
2e3b188b70606b4b917d7aa453e0ad1a5a4c1b29,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,1|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,0|0,0|0,1|1,0.5|1,0.5|1,1|1,0|1,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0.5|0,1|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,1|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0.5|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0.5|0,0.5|1,0|0,0.5|1,0.5|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,1|0,0|0,0.5|0,0|0,0.5|1,44
2be8b436910cfc8b013a13df000c3c854cf3c5c5,0|0,0|0,0|0,0|0,1|1,0.5|1,0|0,0.5|1,0.5|1,0.5|0,1|0,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,1|0,0.5|1,0.5|1,1|1,0|0,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0.5|0,1|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,1|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0.5|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0|0,0.5|0,0.5|1,0|0,0.5|1,0.5|0,0.5|0,0|0,0|0,0|0,1|0,0|0,0.5|1,0.5|0,0|0,0|0,0|0,1|0,0|0,0.5|0,0|0,0.5|1,51
